id1,id2,numax1,numax2,sep_arcsec,teff1,teff2,rad1,rad2,dist1,dist2
391903297,391903299,27.995956078905763,28.123329211228192,25.321964615527634,4568.0,4811.9,11.331,10.762,3391.34,1120.28
300745308,300745276,4.5834662682549485,4.530149886850669,147.99438220755735,3977.0,4257.8,31.524,27.837,877.456,3221.32
300744001,300743976,23.83418635163192,25.732151892103587,83.36722254986401,4768.8,4552.7,12.043,11.68,1844.54,900.194
300743976,300744001,25.732151892103587,23.83418635163192,83.36722254987187,4552.7,4768.8,11.68,12.043,900.194,1844.54
300745276,300745308,4.530149886850669,4.5834662682549485,147.9943822075546,4257.8,3977.0,27.837,31.524,3221.32,877.456
349271410,349271409,26.996839116317258,27.142903884484767,4.652115222113336,4579.8,4480.0,13.51,14.407,830.688,1682.89
349271409,349271410,27.142903884484767,26.996839116317258,4.652115222119994,4480.0,4579.8,14.407,13.51,1682.89,830.688
370235131,370235129,5.416143695718788,5.471330297054845,12.342211258252785,4112.0,4554.0,26.989,11.513,479.444,1006.57
370235129,370235131,5.471330297054845,5.416143695718788,12.342211258257048,4554.0,4112.0,11.513,26.989,1006.57,479.444
140599831,140599839,28.353975796192938,26.522900580709337,97.20291151602822,4721.0,4598.0,10.295,11.539,1052.85,2602.0
140599839,140599831,26.522900580709337,28.353975796192938,97.20291151602939,4598.0,4721.0,11.539,10.295,2602.0,1052.85
271722296,271722293,123.69949264676131,124.68469614168043,23.73251456987467,4937.0,4638.0,3.736,6.238,1145.64,598.548
271722293,271722296,124.68469614168043,123.69949264676131,23.732514569874986,4638.0,4937.0,6.238,3.736,598.548,1145.64
177310131,177310132,17.996566372820105,17.89091530439662,15.91587585646497,4838.0,4638.0,10.218,13.402,2569.14,1642.33
177310132,177310131,17.89091530439662,17.996566372820105,15.915875856465053,4638.0,4838.0,13.402,10.218,1642.33,2569.14
278730665,278730688,25.30552764948875,26.175333996367588,138.45385421124374,4869.0,4594.0,12.019,8.819,1095.85,1427.22
260299056,260299064,30.0369290831955,31.63955666618204,47.32565877539891,4831.0,4773.0,9.136,10.898,2403.65,1248.71
278730688,278730665,26.175333996367588,25.30552764948875,138.45385421123083,4594.0,4869.0,8.819,12.019,1427.22,1095.85
260299064,260299056,31.63955666618204,30.0369290831955,47.325658775389336,4773.0,4831.0,10.898,9.136,1248.71,2403.65
300743304,300743296,39.96413386651064,39.78228315550426,48.33699871821885,4769.0,4577.0,10.27,10.156,1365.91,2291.12
300743296,300743304,39.78228315550426,39.96413386651064,48.33699871822624,4577.0,4769.0,10.156,10.27,2291.12,1365.91
219118240,219118242,13.90989191016549,14.0975475961521,26.886769696662192,4695.0,4510.0,9.729,15.345,1226.95,1210.56
